ENTREZID,SYMBOL,GENETITLE,CHR_Mapping,BP_Mapping
146691,TOM1L2,target of myb1 like 2 membrane trafficking protein,17,17907989
83450,DRC3,dynein regulatory complex subunit 3,17,17992582
91647,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,17,18028593
79018,GID4,GID complex subunit 4 homolog,17,18053850
1819,DRG2,developmentally regulated GTP binding protein 2,17,18097926
51168,MYO15A,myosin XVA,17,18144254
54890,ALKBH5,"alkB homolog 5, RNA demethylase",17,18196753
3996,LLGL1,"LLGL1, scribble cell polarity complex component",17,18235248
2314,FLII,"FLII, actin remodeling protein",17,18251776
125170,MIEF2,mitochondrial elongation factor 2,17,18263301
7156,TOP3A,topoisomerase (DNA) III alpha,17,18293260
140775,SMCR8,"Smith-Magenis syndrome chromosome region, candidate 8",17,18321668
6470,SHMT1,serine hydroxymethyltransferase 1,17,18345711
645027,EVPLL,envoplakin like,17,18383705
400579,FLJ35934,FLJ35934,17,18412773
339240,KRT17P5,keratin 17 pseudogene 5,17,18423757
220594,USP32P2,ubiquitin specific peptidase 32 pseudogene 2,17,18516257
80039,FAM106A,family with sequence similarity 106 member A,17,18525706
254272,TBC1D28,TBC1 domain family member 28,17,18639978
147166,TRIM16L,tripartite motif containing 16-like,17,18729103
51030,TVP23B,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae),17,18794238
5636,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,17,18895615
125206,SLC5A10,solute carrier family 5 member 10,17,18986055
644815,FAM83G,family with sequence similarity 83 member G,17,18987907
10750,GRAP,GRB2-related adaptor protein,17,19033852
400581,GRAPL,GRB2 related adaptor protein like,17,19143152
79999,LOC79999,uncharacterized LOC79999,17,19157880
100874018,EPN2-AS1,EPN2 antisense RNA 1,17,19301428
27077,B9D1,B9 domain containing 1,17,19353083
5598,MAPK7,mitogen-activated protein kinase 7,17,19380817
4239,MFAP4,microfibrillar associated protein 4,17,19385330
7732,RNF112,ring finger protein 112,17,19414227
55244,SLC47A1,solute carrier family 47 member 1,17,19556443
224,ALDH3A2,aldehyde dehydrogenase 3 family member A2,17,19663172
146802,SLC47A2,solute carrier family 47 member 2,17,19698084
218,ALDH3A1,aldehyde dehydrogenase 3 family member A1,17,19742243
9706,ULK2,unc-51 like autophagy activating kinase 2,17,19819378
11216,AKAP10,A-kinase anchoring protein 10,17,19941116
92521,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,17,20191850
348254,CCDC144CP,"coiled-coil domain containing 144C, pseudogene",17,20361682
256223,CDRT15L2,CMT1A duplicated region transcript 15-like 2,17,20580317
440416,CCDC144NL-AS1,CCDC144NL antisense RNA 1,17,20886831
339260,LOC339260,uncharacterized LOC339260,17,20960438
23326,USP22,ubiquitin specific peptidase 22,17,21021316
101060544,LINC01563,long intergenic non-protein coding RNA 1563,17,21083084
25979,DHRS7B,dehydrogenase/reductase 7B,17,21169279
8834,TMEM11,transmembrane protein 11,17,21206272
256302,NATD1,N-acetyltransferase domain containing 1,17,21246068
339263,C17orf51,chromosome 17 open reading frame 51,17,21539994
26118,WSB1,WD repeat and SOCS box containing 1,17,27303849
8844,KSR1,kinase suppressor of ras 1,17,27547851
3965,LGALS9,galectin 9,17,27640354
4843,NOS2,nitric oxide synthase 2,17,27778647
201229,LYRM9,LYR motif containing 9,17,27885848
51701,NLK,nemo like kinase,17,28119520
23615,PYY2,peptide YY 2 (pseudogene),17,28227311
23614,PPY2P,"pancreatic polypeptide 2, pseudogene",17,28247866
27346,TMEM97,transmembrane protein 97,17,28323890
90410,IFT20,intraflagellar transport 20,17,28331907
7126,TNFAIP1,TNF alpha induced protein 1,17,28341265
26073,POLDIP2,DNA polymerase delta interacting protein 2,17,28352108
23098,SARM1,sterile alpha and TIR motif containing 1,17,28386350
113235,SLC46A1,solute carrier family 46 member 1,17,28400427
9058,SLC13A2,solute carrier family 13 member 2,17,28485713
8456,FOXN1,forkhead box N1,17,28531049
9094,UNC119,unc-119 lipid binding chaperone,17,28549676
94005,PIGS,phosphatidylinositol glycan anchor biosynthesis class S,17,28562628
230,ALDOC,"aldolase, fructose-bisphosphate C",17,28575024
10615,SPAG5,sperm associated antigen 5,17,28588301
100506436,SPAG5-AS1,SPAG5 antisense RNA 1,17,28608255
124923,SGK494,uncharacterized serine/threonine-protein kinase SgK494,17,28611078
9703,KIAA0100,KIAA0100,17,28635954
6388,SDF2,stromal cell derived factor 2,17,28655268
6830,SUPT6H,"SPT6 homolog, histone chaperone",17,28682441
147011,PROCA1,protein interacting with cyclin A1,17,28707348
6147,RPL23A,ribosomal protein L23a,17,28722169
116238,TLCD1,TLC domain containing 1,17,28725459
284086,NEK8,NIMA related kinase 8,17,28735790
9618,TRAF4,TNF receptor associated factor 4,17,28747481
55731,FAM222B,family with sequence similarity 222 member B,17,28791807
26284,ERAL1,Era like 12S mitochondrial rRNA chaperone 1,17,28858012
2319,FLOT2,flotillin 2,17,28888526
147015,DHRS13,dehydrogenase/reductase 13,17,28900426
57649,PHF12,PHD finger protein 12,17,28930180
101927018,LOC101927018,uncharacterized LOC101927018,17,28935511
124925,SEZ6,seizure related 6 homolog,17,28980590
51268,PIPOX,pipecolic acid and sarcosine oxidase,17,29050059
9220,TIAF1,TGFB1-induced anti-apoptotic factor 1,17,29074565
1411,CRYBA1,crystallin beta A1,17,29250670
57532,NUFIP2,"NUFIP2, FMR1 interacting protein 2",17,29274992
57551,TAOK1,TAO kinase 1,17,29471414
116236,ABHD15,abhydrolase domain containing 15,17,29563847
90313,TP53I13,tumor protein p53 inducible protein 13,17,29570808
28964,GIT1,GIT ArfGAP 1,17,29581530
124930,ANKRD13B,ankyrin repeat domain 13B,17,29604135
84940,CORO6,coronin 6,17,29618089
85464,SSH2,slingshot protein phosphatase 2,17,29768953
374786,EFCAB5,EF-hand calcium binding domain 5,17,30011794
84081,NSRP1,nuclear speckle splicing regulatory protein 1,17,30151641
6532,SLC6A4,solute carrier family 6 member 4,17,30215143
642,BLMH,bleomycin hydrolase,17,30270180
1362,CPD,carboxypeptidase D,17,30424679
9527,GOSR1,golgi SNAP receptor complex member 1,17,30502111
26083,TBC1D29,TBC1 domain family member 29,17,30561528
6459,SH3GL1P2,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2",17,30625562
440423,SUZ12P1,SUZ12 polycomb repressive complex 2 subunit pseudogene 1,17,30739829
51379,CRLF3,cytokine receptor like factor 3,17,30803722
79915,ATAD5,"ATPase family, AAA domain containing 5",17,30863917
79736,TEFM,"transcription elongation factor, mitochondrial",17,30902625
55803,ADAP2,ArfGAP with dual PH domains 2,17,30940464
84282,RNF135,ring finger protein 135,17,30985424
4763,NF1,neurofibromin 1,17,31197573
2124,EVI2B,ecotropic viral integration site 2B,17,31308941
2123,EVI2A,ecotropic viral integration site 2A,17,31319079
84440,RAB11FIP4,RAB11 family interacting protein 4,17,31489014
55352,COPRS,coordinator of PRMT5 and differentiation stimulator,17,31855527
55813,UTP6,"UTP6, small subunit processome component",17,31882440
23512,SUZ12,SUZ12 polycomb repressive complex 2 subunit,17,31969027
6458,SH3GL1P1,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1",17,32041584
55288,RHOT1,ras homolog family member T1,17,32184112
162494,RHBDL3,rhomboid like 3,17,32295418
64149,C17orf75,chromosome 17 open reading frame 75,17,32335325
7756,ZNF207,zinc finger protein 207,17,32360293
5717,PSMD11,"proteasome 26S subunit, non-ATPase 11",17,32463891
8851,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1,17,32489170
4642,MYO1D,myosin ID,17,32746341
26022,TMEM98,transmembrane protein 98,17,32934779
124912,SPACA3,sperm acrosome associated 3,17,32995117
40,ASIC2,acid sensing ion channel subunit 2,17,33368992
100506677,AA06,uncharacterized LOC100506677,17,33531773
6347,CCL2,C-C motif chemokine ligand 2,17,34256239
6354,CCL7,C-C motif chemokine ligand 7,17,34271229
6356,CCL11,C-C motif chemokine ligand 11,17,34286924
6355,CCL8,C-C motif chemokine ligand 8,17,34320224
6357,CCL13,C-C motif chemokine ligand 13,17,34357531
6346,CCL1,C-C motif chemokine ligand 1,17,34361780
124842,TMEM132E,transmembrane protein 132E,17,34610033
10693,CCT6B,chaperonin containing TCP1 subunit 6B,17,34944684
91603,ZNF830,zinc finger protein 830,17,34962358
3980,LIG3,DNA ligase 3,17,34992309
117584,RFFL,ring finger and FYVE like domain containing E3 ubiquitin protein ligase,17,35042823
5892,RAD51D,RAD51 paralog D,17,35109831
54752,FNDC8,fibronectin type III domain containing 8,17,35126172
54475,NLE1,notchless homolog 1,17,35136802
146862,UNC45B,unc-45 myosin chaperone B,17,35168692
146861,SLC35G3,solute carrier family 35 member G3,17,35193456
162394,SLFN5,schlafen family member 5,17,35256874
91607,SLFN11,schlafen family member 11,17,35362005
55106,SLFN12,schlafen family member 12,17,35421886
146857,SLFN13,schlafen family member 13,17,35441966
5193,PEX12,peroxisomal biogenesis factor 12,17,35576716
163,AP2B1,adaptor related protein complex 2 beta 1 subunit,17,35656840
91608,RASL10B,RAS like family 10 member B,17,35737590
246176,GAS2L2,growth arrest specific 2 like 2,17,35748694
146853,C17orf50,chromosome 17 open reading frame 50,17,35762988
79148,MMP28,matrix metallopeptidase 28,17,35781288
8148,TAF15,TATA-box binding protein associated factor 15,17,35828348
256957,HEATR9,HEAT repeat containing 9,17,35861918
6352,CCL5,C-C motif chemokine ligand 5,17,35875932
100533789,LRRC37A8P,"leucine rich repeat containing 37 member A8, pseudogene",17,35907621
201299,RDM1,RAD52 motif containing 1,17,35925619
57151,LYZL6,lysozyme like 6,17,35939114
6360,CCL16,C-C motif chemokine ligand 16,17,35978994
6368,CCL23,C-C motif chemokine ligand 23,17,36015512
6362,CCL18,C-C motif chemokine ligand 18,17,36067876
6351,CCL4,C-C motif chemokine ligand 4,17,36104724
9326,ZNHIT3,zinc finger HIT-type containing 3,17,36492096
80179,MYO19,myosin XIX,17,36519935
284098,PIGW,phosphatidylinositol glycan anchor biosynthesis class W,17,36537428
79893,GGNBP2,gametogenetin binding protein 2,17,36567367
79154,DHRS11,dehydrogenase/reductase 11,17,36596300
79922,MRM1,mitochondrial rRNA methyltransferase 1,17,36605283
3975,LHX1,LIM homeobox 1,17,36941045
26574,AATF,apoptosis antagonizing transcription factor,17,37002873
31,ACACA,acetyl-CoA carboxylase alpha,17,37220111
440434,LOC440434,aminopeptidase puromycin sensitive pseudogene,17,37261968
284099,C17orf78,chromosome 17 open reading frame 78,17,37384347
6871,TADA2A,transcriptional adaptor 2A,17,37439221
11072,DUSP14,dual specificity phosphatase 14,17,37501665
11276,SYNRG,synergin gamma,17,37562117
11056,DDX52,DEAD-box helicase 52,17,37626602
6928,HNF1B,HNF1 homeobox B,17,37715754
284100,YWHAEP7,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7,17,37863846
84311,MRPL45,mitochondrial ribosomal protein L45,17,38310120
30837,SOCS7,suppressor of cytokine signaling 7,17,38378858
57636,ARHGAP23,Rho GTPase activating protein 23,17,38470434
80725,SRCIN1,SRC kinase signaling inhibitor 1,17,38567977
100170841,C17orf96,chromosome 17 open reading frame 96,17,38673320
4302,MLLT6,"MLLT6, PHD finger domain containing",17,38717711
284106,CISD3,CDGSH iron sulfur domain 3,17,38732931
7703,PCGF2,polycomb group ring finger 2,17,38741101
5691,PSMB3,proteasome subunit beta 3,17,38758472
8396,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,17,38782798
54883,CWC25,CWC25 spliceosome associated protein homolog,17,38812892
388381,C17orf98,chromosome 17 open reading frame 98,17,38838238
619505,SNORA21,"small nucleolar RNA, H/ACA box 21",17,38852929
3927,LASP1,LIM and SH3 protein 1,17,38895814
100505576,LINC00672,long intergenic non-protein coding RNA 672,17,38927276
100131347,LOC100131347,RAD52 motif containing 1 pseudogene,17,39069235
57125,PLXDC1,plexin domain containing 1,17,39107476
390790,ARL5C,ADP ribosylation factor like GTPase 5C,17,39161527
782,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,17,39186499
6143,RPL19,ribosomal protein L19,17,39202515
342667,STAC2,SH3 and cysteine rich domain 2,17,39218161
84961,FBXL20,F-box and leucine rich repeat protein 20,17,39327150
5469,MED1,mediator complex subunit 1,17,39427779
51755,CDK12,cyclin dependent kinase 12,17,39498038
4761,NEUROD2,neuronal differentiation 2,17,39605845
84152,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B,17,39632168
10948,STARD3,StAR related lipid transfer domain containing 3,17,39650640
8557,TCAP,titin-cap,17,39665950
5409,PNMT,phenylethanolamine N-methyltransferase,17,39669346
93210,PGAP3,post-GPI attachment to proteins 3,17,39679596
2064,ERBB2,erb-b2 receptor tyrosine kinase 2,17,39708521
84299,MIEN1,migration and invasion enhancer 1,17,39729531
2886,GRB7,growth factor receptor bound protein 7,17,39742929
22806,IKZF3,IKAROS family zinc finger 3,17,39789460
124626,ZPBP2,zona pellucida binding protein 2,17,39873049
55876,GSDMB,gasdermin B,17,39911345
94103,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3,17,39924183
5709,PSMD3,"proteasome 26S subunit, non-ATPase 3",17,39989364
1440,CSF3,colony stimulating factor 3,17,40016587
9862,MED24,mediator complex subunit 24,17,40036893
7067,THRA,"thyroid hormone receptor, alpha",17,40077599
339287,MSL1,male specific lethal 1 homolog,17,40129664
51195,RAPGEFL1,Rap guanine nucleotide exchange factor like 1,17,40186507
147179,WIPF2,WAS/WASL interacting protein family member 2,17,40250754
990,CDC6,cell division cycle 6,17,40295527
5914,RARA,retinoic acid receptor alpha,17,40340390
101929693,RARA-AS1,RARA antisense RNA 1,17,40342001
125111,GJD3,gap junction protein delta 3,17,40362673
7153,TOP2A,topoisomerase (DNA) II alpha,17,40403235
3487,IGFBP4,insulin like growth factor binding protein 4,17,40450577
84951,TNS4,tensin 4,17,40488715
1236,CCR7,C-C motif chemokine receptor 7,17,40558033
6605,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",17,40637789
125113,KRT222,keratin 222,17,40660392
192666,KRT24,keratin 24,17,40700870
147183,KRT25,keratin 25,17,40751676
342574,KRT27,keratin 27,17,40779671
3858,KRT10,keratin 10,17,40820364
147184,TMEM99,transmembrane protein 99,17,40827703
3859,KRT12,keratin 12,17,40864194
54474,KRT20,keratin 20,17,40880566
25984,KRT23,keratin 23,17,40930169
125115,KRT40,keratin 40,17,40982425
85293,KRTAP3-3,keratin associated protein 3-3,17,40993781
83897,KRTAP3-2,keratin associated protein 3-2,17,40999539
83896,KRTAP3-1,keratin associated protein 3-1,17,41008817
83895,KRTAP1-5,keratin associated protein 1-5,17,41026614
81850,KRTAP1-3,keratin associated protein 1-3,17,41034370
81851,KRTAP1-1,keratin associated protein 1-1,17,41041010
81872,KRTAP2-1,keratin associated protein 2-1,17,41046928
100132476,KRTAP4-7,keratin associated protein 4-7,17,41084675
728224,KRTAP4-8,keratin associated protein 4-8,17,41097552
100132386,KRTAP4-9,keratin associated protein 4-9,17,41105938
653240,KRTAP4-11,keratin associated protein 4-11,17,41117767
83755,KRTAP4-12,keratin associated protein 4-12,17,41123629
81871,KRTAP4-6,keratin associated protein 4-6,17,41139960
85289,KRTAP4-5,keratin associated protein 4-5,17,41149363
84616,KRTAP4-4,keratin associated protein 4-4,17,41160192
85290,KRTAP4-3,keratin associated protein 4-3,17,41167701
85291,KRTAP4-2,keratin associated protein 4-2,17,41177827
85285,KRTAP4-1,keratin associated protein 4-1,17,41184497
83900,KRTAP9-3,keratin associated protein 9-3,17,41232958
83901,KRTAP9-8,keratin associated protein 9-8,17,41238511
81870,KRTAP9-9,keratin associated protein 9-9,17,41250153
85280,KRTAP9-4,keratin associated protein 9-4,17,41250170
83902,KRTAP17-1,keratin associated protein 17-1,17,41315306
3883,KRT33A,keratin 33A,17,41348452
3884,KRT33B,keratin 33B,17,41366647
3881,KRT31,keratin 31,17,41395658
100505782,LOC100505782,uncharacterized LOC100505782,17,41407502
8688,KRT37,keratin 37,17,41422563
8687,KRT38,keratin 38,17,41438856
3882,KRT32,keratin 32,17,41463449
3886,KRT35,keratin 35,17,41478914
8689,KRT36,keratin 36,17,41488000
3860,KRT13,keratin 13,17,41503297
3866,KRT15,keratin 15,17,41516381
3880,KRT19,keratin 19,17,41526003
3857,KRT9,keratin 9,17,41568949
3861,KRT14,keratin 14,17,41584587
3868,KRT16,keratin 16,17,41611303
10209,EIF1,eukaryotic translation initiation factor 1,17,41690260
2520,GAST,gastrin,17,41714147
9001,HAP1,huntingtin associated protein 1,17,41728642
3728,JUP,junction plakoglobin,17,41770659
10609,P3H4,prolyl 3-hydroxylase family member 4 (non-enzymatic),17,41807076
60681,FKBP10,FK506 binding protein 10,17,41817963
115024,NT5C3B,"5'-nucleotidase, cytosolic IIIB",17,41830667
317719,KLHL10,kelch like family member 10,17,41842547
55175,KLHL11,kelch like family member 11,17,41856975
47,ACLY,ATP citrate lyase,17,41892971
83538,TTC25,tetratricopeptide repeat domain 25,17,41948136
1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",17,41972483
7266,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7,17,41996926
28511,NKIRAS2,NFKB inhibitor interacting Ras like 2,17,42022230
201181,ZNF385C,zinc finger protein 385C,17,42031801
79132,DHX58,DEXH-box helicase 58,17,42107069
2648,KAT2A,lysine acetyltransferase 2A,17,42117237
94086,HSPB9,heat shock protein family B (small) member 9,17,42123045
5878,RAB5C,"RAB5C, member RAS oncogene family",17,42140010
23415,KCNH4,potassium voltage-gated channel subfamily H member 4,17,42169085
3060,HCRT,hypocretin neuropeptide precursor,17,42184756
84514,GHDC,GH3 domain containing,17,42191809
6777,STAT5B,signal transducer and activator of transcription 5B,17,42237791
6776,STAT5A,signal transducer and activator of transcription 5A,17,42299882
